year,month,KADAA_ID,KADAA_AR,KADAA_EN,topics,sentiment,sentiment_label,tweets_nb
2020,7,76000,بشرّي,Bcharre,"['#كورونا #لبنان', 'Lebanon:']",-0.04776629072681704,Negative,19
2020,7,77000,المنية-الضنّية,El Minieh-Dennieh,"['covid19', 'كورونا']",0.12724994194821782,Positive,29
2020,7,81000,صيدا,Saida,"['فيروس #كورونا', 'إصابة جديدة', 'وزارة الصحة']",0.005783752155703368,Positive,82
2020,7,82000,جزّين,Jezzine,"['Syrian refugees', 'medical #cannabis', 'legalizing medical #cannabis']",0.09203640258304438,Positive,201
2020,7,83000,صور,Sour,"['#كورونا_لبنان', '#Covid_19', '#Lebanon']",0.011478045763760051,Positive,84
2020,8,11000,عكّار,Akkar,"['#كورونا_لبنان', 'ايقاف زفاف فاليري أبو شقرا', '#Covid_19 #كورونا', '#كورونا #لا_للتجمعات #لبنان']",0.06123697916666665,Positive,10
2020,8,21000,الهرمل,El Hermel,"['#COVID19 #Lebanon', 'infections', '#wear_your_mask']",0.07333333333333332,Positive,6
2020,8,22000,بعلبك,Baalbek,"['#كورونا_لبنان_سبسيال', '#سكروا_البلد_وازربوا_الناس_ببيوتها', 'فيروس كورونا', 'إصابة جديدة', 'وفيات بفيروس كورونا', '#لبنان']",0.03409090909090909,Positive,4
2020,8,31000,بيروت,Beirut,"['#كورونا #لبنان', 'فيروس كورونا', 'اصابة جديدة', 'حالات وفاة', '#كورونا_لبنان']",0.08808826905417813,Positive,44
2020,8,41000,زحلة,Zahle,"['فيروس كورونا', '#لبنان_يحتضر', '#Lebanon', 'انهيار سريع لليرة', '#كورونا', '#كورونا_مش_مزحة']",-0.0448224431818182,Negative,6
2020,8,42000,البقاع الغربي,West Bekaa,"['#لبنان', '#كورونا']",0.06680744436910646,Positive,1
2020,8,43000,راشيّا,Rachaya,"['كورونا', 'انتشار الفايروس', 'حمد حسن']",0.06607142857142857,Positive,1
2020,8,51000,بعبدا,Baabda,"['#كورونا #لبنان', 'فيروس كورونا', 'حالة وفاة جديدة', '#لبنان #COVIDIOTS', 'Lockdown', 'اصابة جديدة']",-0.000705922865013778,Negative,11
2020,8,52000,المتن,El Meten,"['الدرك ينفذ القانون', '#Covid_19 #كورونا', 'وقف زفاف فاليري أبو شقرا', '#كورونا #لا_للتجمعات', '#لبنان #محمد_فهمي', 'وزير الداخلية']",-0.03473063973063974,Negative,9
2020,8,53000,الشّوف,Ech Chouf,['#كورونا'],0.0,Neutral,1
2020,8,54000,عاليه,Aley,"['كورونا', 'حالات وفاة', '#لبنان', 'إصابة جديدة', 'وزارة الصحّة', 'Covid-19']",0.03409090909090909,Positive,4
2020,8,55000,كسروان,Kesserouane,"['#Covid_19', '#كورونا_لبنان', 'التباعد الاجتماعي']",-0.0007834022038567478,Negative,11
2020,8,56000,جبيل,Jbeil,"['كورونا', 'إصابة جديدة', 'لبنان', '#كورونا', 'حالتا وفاة']",0.06302447552447553,Positive,13
2020,8,61000,النبطيّة,El Nabatieh,"['#عيب_عليك تستخف', 'بأرواح الناس', 'كورونا مش لعبة']",-0.08854166666666667,Negative,3
2020,8,62000,بنت جبيل,Bent Jbeil,"['#Covid_19 #foodsecurity', '#كورونا', '#لبنان', '#ناصيف_حتي #كورونا', 'دولة فاشلة', '#الدولار', 'الأموال المنهوبة']",-0.01893939393939394,Negative,3
2020,8,63000,مرجعيون,Marjaayoun,"['لبنان', 'يجب إعادة إغلاق المطار', 'فيروس كورونا', 'منع تفشي فيروس']",0.0,Neutral,1
2020,8,64000,حاصبيّا,Hasbaya,"['الإحتفال بسقوط الهيكل', '#كرمالك_يا_وطن #ان_الثورة_تولد_من_رحم_الأحزان', '#كورونا']",0.1,Positive,1
2020,8,71000,طرابلس,Tripoli,"['#كورونا_لبنان', 'طرابلس مليانة #كورونا', 'الحجر']",0.05555555555555558,Positive,3
2020,8,72000,الكورة,El Koura,"['#Covid_19', 'استهتار عند الأهل', '#لبنان_يحتضر #لبنان #لبنان_ينهار', 'جائحة كورونا']",-0.0009457236842105223,Negative,19
2020,8,73000,زغرتا,Zgharta,['#كورونا #كورونا_لبنان'],-0.009747023809523804,Negative,8
2020,8,74000,البترون,El Batroun,"['منظمة الصحة العالمية', 'ما لازم نستهتر', 'جائحة طويلة', 'وباء كورونا', '#كورونا_مش_مزحة #زينب_حيدر', 'السيطرة على الوباء']",0.07102132435465769,Positive,9
2020,8,76000,بشرّي,Bcharre,"['#Covid_19 #ChinaVirus', 'coronavirus pandemic']",-0.7999999999999999,Negative,1
2020,8,77000,المنية-الضنّية,El Minieh-Dennieh,"['لبنان', 'كورونا']",0.040890391136487486,Positive,1
2020,8,81000,صيدا,Saida,"['فيروس كورونا', 'منظمة الصحة العالمية']",0.0,Neutral,1
2020,8,82000,جزّين,Jezzine,['#ما_تستهتر #كورونا_فايروس'],0.3,Positive,2
2020,8,83000,صور,Sour,"['#كورونا_لبنان', 'شعب بلا مخ', '#شعب_مخدر', 'وزير الصحه', 'كورونا', 'حمد الحسن']",-0.01833333333333333,Negative,6
